A,DATE,AMOUNT,B,C,D,E,F,G,RRN,H,TXNID
S75960940,02-09-2024 00:00:00,310.21,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,041226460756,02-09-2024 00:00:00,a15ba49582c894c8bbcfd82d
S75960940,02-09-2024 00:00:00,94.09,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,187818994411,02-09-2024 00:00:00,04aba9ce3e6c55f6cc22bea8
S75960940,02-09-2024 00:00:00,159.57,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,948770405848,02-09-2024 00:00:00,ca477a6c905309b15abb859d
S75960940,02-09-2024 00:00:00,269.33,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,137363691506,02-09-2024 00:00:00,df7edccd3ee15edeeb4f0e11
S75960940,02-09-2024 00:00:00,607.36,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,857608065860,02-09-2024 00:00:00,063fbfee58ccc16e228a0eaa
S75960940,02-09-2024 00:00:00,988.58,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,220984935834,02-09-2024 00:00:00,7dcc41d36ce6eaf44b2adb80
S75960940,02-09-2024 00:00:00,921.24,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,788900528291,02-09-2024 00:00:00,582adf13c31df3dbf0aa8f9e
S75960940,02-09-2024 00:00:00,49.31,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,093703421661,02-09-2024 00:00:00,80bdf64f7e5fa47ecad7be6f
S75960940,02-09-2024 00:00:00,349.15,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,919063119674,02-09-2024 00:00:00,75bcf9bee116da8ec38d260f
S75960940,02-09-2024 00:00:00,522.45,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,710432425694,02-09-2024 00:00:00,bae75e37dff4488dfeaa56c5
S75960940,02-09-2024 00:00:00,458.39,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,831453067078,02-09-2024 00:00:00,4fd7891db3819f2eb9719dee
S75960940,02-09-2024 00:00:00,708.30,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,416416816363,02-09-2024 00:00:00,ffbaf28e47eb42babbe38b32
S75960940,02-09-2024 00:00:00,40.74,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,776386218726,02-09-2024 00:00:00,346c1ad8c9ff8cccdbfc5ffb
S75960940,02-09-2024 00:00:00,529.79,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,219264170532,02-09-2024 00:00:00,90e2b96efcfed873c52b0b59
S75960940,02-09-2024 00:00:00,664.37,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,446617151698,02-09-2024 00:00:00,bb7d56a0e6e52ec439fc1be5
S75960940,02-09-2024 00:00:00,795.08,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,339699120107,02-09-2024 00:00:00,8ebb4cfcd827cedabdc46fd5
S75960940,02-09-2024 00:00:00,228.71,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,767784471287,02-09-2024 00:00:00,a80e480de106b3ba7fb5bfa8
S75960940,02-09-2024 00:00:00,21.23,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,059785156317,02-09-2024 00:00:00,eb66e949bed6071f226ea4c2
S75960940,02-09-2024 00:00:00,402.85,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,210090154332,02-09-2024 00:00:00,e63b36f91d012f7fafa013fb
S75960940,02-09-2024 00:00:00,424.63,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,538106702765,02-09-2024 00:00:00,cf80f6b21cca29fabfccafcd
S75960940,02-09-2024 00:00:00,149.04,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,377250438569,02-09-2024 00:00:00,e7c24d7feb6c22eeff8b2ef6
S75960940,02-09-2024 00:00:00,114.11,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,073312947472,02-09-2024 00:00:00,469c2b16acaacd70fcd8d0ac
S75960940,02-09-2024 00:00:00,425.58,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,673831531580,02-09-2024 00:00:00,bce51c9a37d495dae2410048
S75960940,02-09-2024 00:00:00,881.82,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,652209540340,02-09-2024 00:00:00,3069fde058dc2aa1b2cffb73
S75960940,02-09-2024 00:00:00,133.80,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,466301856962,02-09-2024 00:00:00,1ac625da3bb2786d7c608f7c
S75960940,02-09-2024 00:00:00,347.47,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,642354786198,02-09-2024 00:00:00,3c81c5e6433fe9d2fc4d258f
S75960940,02-09-2024 00:00:00,213.07,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,793302261025,02-09-2024 00:00:00,7b7bf97458baee5bdbefc27c
S75960940,02-09-2024 00:00:00,242.27,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,164226391785,02-09-2024 00:00:00,3ecc25cbc6d36affe7ec10ba
S75960940,02-09-2024 00:00:00,426.02,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,644533572566,02-09-2024 00:00:00,4ad3d3fac1d4c64933c63687
S75960940,02-09-2024 00:00:00,605.24,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,759410363742,02-09-2024 00:00:00,306399d870e9f63e4fa99ff0
S75960940,02-09-2024 00:00:00,75.27,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,960836298218,02-09-2024 00:00:00,e2306ed18c9476bcffed0783
S75960940,02-09-2024 00:00:00,600.45,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,276446346122,02-09-2024 00:00:00,9af14fd18cf089e1fd9fedba
S75960940,02-09-2024 00:00:00,604.93,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,549694086166,02-09-2024 00:00:00,b54fbb0ddcee561b1bc7b406
S75960940,02-09-2024 00:00:00,233.04,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,857992447346,02-09-2024 00:00:00,fcacfd66724c2271cb3c49b9
S75960940,02-09-2024 00:00:00,121.43,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,140671151119,02-09-2024 00:00:00,94db6dc98eddf4cdef6de0c6
S75960940,02-09-2024 00:00:00,447.05,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,812722637753,02-09-2024 00:00:00,ca6ce3ff19dc31d2da3b7a4e
S75960940,02-09-2024 00:00:00,718.67,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,586734368193,02-09-2024 00:00:00,2fc330c6f36afcc7baee5ed6
S75960940,02-09-2024 00:00:00,883.92,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,793277978730,02-09-2024 00:00:00,168b99c53f83bdb252ca5acd
S75960940,02-09-2024 00:00:00,470.64,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,903315536639,02-09-2024 00:00:00,7fc2aca776ffe7dda8171bcb
S75960940,02-09-2024 00:00:00,512.30,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,507881946419,02-09-2024 00:00:00,60d6e2d48accec3da3d30cfa
S75960940,02-09-2024 00:00:00,136.04,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,550845335618,02-09-2024 00:00:00,b02726db7b0e4a4014fd1fd1
S75960940,02-09-2024 00:00:00,697.38,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,783660955796,02-09-2024 00:00:00,e81e01c5b0f9616a89cc1f2d
S75960940,02-09-2024 00:00:00,915.04,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,702658927412,02-09-2024 00:00:00,e299f8dca1afbb868ce5d4eb
S75960940,02-09-2024 00:00:00,371.43,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,521072426268,02-09-2024 00:00:00,ceed25bd6faaa57fc0e0bee8
S75960940,02-09-2024 00:00:00,130.78,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,222978731702,02-09-2024 00:00:00,3aa4dddedef5f0ce2f744696
S75960940,02-09-2024 00:00:00,520.54,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,821680177185,02-09-2024 00:00:00,bcd82f56c8871dd94f638874
S75960940,02-09-2024 00:00:00,872.32,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,893331314010,02-09-2024 00:00:00,6ff5ce1a45c28cd789ba597d
S75960940,02-09-2024 00:00:00,127.83,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,773078868662,02-09-2024 00:00:00,ebf29cf9f37802cbdb21fcc4
S75960940,02-09-2024 00:00:00,933.69,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,212078739798,02-09-2024 00:00:00,bd3ce81be28fc91a4b3fbedd
S75960940,02-09-2024 00:00:00,545.04,02-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,654666550980,02-09-2024 00:00:00,8dbbfb5ddea2a7a638ca5ccc
