Date of txn,Amount,Resp Code,Status,RRN,Ext id,Payee Vpa,Txn Note,Payer UPI ID,PayerName,Txn Id,MCC
2024-09-02 00:00:00,310.21,U78,DEEMED,715189877398,fb58c89d-f857-43f7-99fe-edde72c87e22,finopay.bulkstore@timecosmos,Person,Verdie_Wolf45@rapl,N,a15ba49582c894c8bbcfd82d,5411
2024-09-02 00:00:00,94.09,U30,FAILURE,858787468134,e0b3cfea-bda2-4f63-9d12-1bdfe81ebd76,razorpay.vegetarian@timecosmos,PayMerchant,Tyrique_Nienow@okicici,N,04aba9ce3e6c55f6cc22bea8,5814
2024-09-02 00:00:00,159.57,U31,FAILURE,281866118253,7a00bda3-1d10-40d3-b503-d3d205823832,finopay.marketplace@timecosmos,Person,Enos.Koelpin@okhdfcbank,N,ca477a6c905309b15abb859d,5411
2024-09-02 00:00:00,269.33,U31,FAILURE,882215521528,87d6f668-7d96-4ead-808b-25f3ed1c3e2e,finopay.dailygrocer@timecosmos,PayMerchant,Aliya.Donnelly@axisb,N,df7edccd3ee15edeeb4f0e11,5411
2024-09-02 00:00:00,607.36,S96,FAILURE,114360336500,6595a395-3d98-4442-8844-04a6409fcf23,airpay.scooter@timecosmos,PayMerchant,Joannie.Johnston@axl,N,063fbfee58ccc16e228a0eaa,5816
2024-09-02 00:00:00,988.58,U31,SUCCESS,085028221718,c7fed9a3-7a40-4e86-93c5-e6c2d1d0c8b5,razorpay.dessert@timecosmos,payMerchant,Bernice_Ullrich@abfspay,N,7dcc41d36ce6eaf44b2adb80,5814
2024-09-02 00:00:00,921.24,U67,SUCCESS,211682231384,1dd68183-5e49-4a95-a48e-211f84d3dd7d,finopay.bulkstore@timecosmos,payMerchant,Micheal_Lebsack2@abfspay,N,582adf13c31df3dbf0aa8f9e,5411
2024-09-02 00:00:00,49.31,N,SUCCESS,384074234810,0815ebea-5cc8-4b8a-9786-4db888d598e9,razorpay.burger@timecosmos,PayMerchant,Otho84@rapl,N,80bdf64f7e5fa47ecad7be6f,5814
2024-09-02 00:00:00,349.15,U09,FAILURE,068995135051,428ea4cf-41cb-458a-ab86-8709ec8b1198,razorpay.vegetarian@timecosmos,PayMerchant,Cecil.Shanahan23@apl,N,75bcf9bee116da8ec38d260f,5814
2024-09-02 00:00:00,522.45,U67,SUCCESS,846937496336,468a0b93-db90-4df9-81c4-8816689fecc6,airpay.car@timecosmos,payMerchant,Odie27@oksbi,N,bae75e37dff4488dfeaa56c5,5816
2024-09-02 00:00:00,458.39,U67,FAILURE,455018417077,30781932-06b3-4d9e-b112-a300093cfbc4,razorpay.tacos@timecosmos,PayMerchant,Dee_Kertzmann89@abfspay,N,4fd7891db3819f2eb9719dee,5814
2024-09-02 00:00:00,708.30,U09,SUCCESS,813651111818,c37d9c92-42d0-4432-8db0-59da0115b0bd,razorpay.vegetarian@timecosmos,PayMerchant,Amelie70@axisb,N,ffbaf28e47eb42babbe38b32,5814
2024-09-02 00:00:00,40.74,U09,DEEMED,977265385635,4b6c3603-8e90-435d-8830-55d59919d1f3,jiopay.cable@timecosmos,Person,Okey_Mertz6@apl,N,346c1ad8c9ff8cccdbfc5ffb,4814
2024-09-02 00:00:00,529.79,U78,FAILURE,120184561216,10bf056b-2416-4e0b-a946-f95af8d5ee55,jiopay.wireless@timecosmos,Person,Ellen_Mante49@axisb,N,90e2b96efcfed873c52b0b59,4814
2024-09-02 00:00:00,664.37,U09,FAILURE,608923364012,31b4677b-27ce-4c47-8c9c-c10ae974e2c8,jiopay.fiber@timecosmos,payMerchant,Dillon73@yesg,N,bb7d56a0e6e52ec439fc1be5,4814
2024-09-02 00:00:00,795.08,U67,FAILURE,330169154044,0933c2f4-37cb-4ba1-87ee-6af7126b5d21,tripay.escape@timecosmos,PayMerchant,Carmela.Roob25@apl,N,8ebb4cfcd827cedabdc46fd5,4722
2024-09-02 00:00:00,228.71,U78,DEEMED,089082975861,b9f6f5cc-335c-4a14-a2b6-e50220f194e9,airpay.helmet@timecosmos,Person,Jacynthe.Strosin@oksbi,N,a80e480de106b3ba7fb5bfa8,5816
2024-09-02 00:00:00,21.23,U30,SUCCESS,712568453589,c46dc99a-7667-4d12-8b14-b37ce0d0db98,razorpay.dessert@timecosmos,payMerchant,Daron56@rapl,N,eb66e949bed6071f226ea4c2,5814
2024-09-02 00:00:00,402.85,U31,DEEMED,973062844128,1e1b74ed-cef9-495b-ab8f-912b11cf6fe4,jiopay.fiber@timecosmos,Person,Lydia68@idfcbank,N,e63b36f91d012f7fafa013fb,4814
2024-09-02 00:00:00,424.63,U78,FAILURE,826466818667,5d239cc3-b278-48f5-93e7-fa08eb5c2ac1,razorpay.pizza@timecosmos,PayMerchant,Catharine_Ondricka@abfspay,N,cf80f6b21cca29fabfccafcd,5814
2024-09-02 00:00:00,149.04,U67,FAILURE,891247931299,4dcba8a6-7797-40b4-980e-2eaf33f90074,tripay.adventure@timecosmos,Person,Dallin.Wolf@idfcbank,N,e7c24d7feb6c22eeff8b2ef6,4722
2024-09-02 00:00:00,114.11,U78,DEEMED,445365955412,8ba1167b-48fe-4972-88cf-d5d8b1df5cb9,finopay.bulkstore@timecosmos,PayMerchant,Malvina23@axisb,N,469c2b16acaacd70fcd8d0ac,5411
2024-09-02 00:00:00,425.58,U78,SUCCESS,913951303629,b0f9052f-3b88-47bc-bfdf-86e216d40751,tripay.globetrot@timecosmos,PayMerchant,Lelia78@fkaxis,N,bce51c9a37d495dae2410048,4722
2024-09-02 00:00:00,881.82,U31,DEEMED,843971528143,fafd5cd1-cb5f-48ea-84e4-f5350d42c54a,jiopay.wireless@timecosmos,PayMerchant,Roy95@okicici,N,3069fde058dc2aa1b2cffb73,4814
2024-09-02 00:00:00,133.80,N,DEEMED,231002910130,37233712-c7d2-49e5-a5a9-9a6a4151b5fa,razorpay.vegetarian@timecosmos,Person,Milo39@okhdfcbank,N,1ac625da3bb2786d7c608f7c,5814
2024-09-02 00:00:00,347.47,U09,FAILURE,848941333397,5846fd05-ae4f-4782-8b7c-80a6201622cb,finopay.freshmart@timecosmos,Person,Gerry42@abfspay,N,3c81c5e6433fe9d2fc4d258f,5411
2024-09-02 00:00:00,213.07,U31,FAILURE,004065653349,642a667a-e1a7-4522-8c0d-3b14f3f6df0c,jiopay.wireless@timecosmos,payMerchant,Karianne.Jacobi90@icici,N,7b7bf97458baee5bdbefc27c,4814
2024-09-02 00:00:00,242.27,U30,SUCCESS,616012650254,ed8762b5-65bd-4314-a145-e47234462a04,razorpay.vegetarian@timecosmos,payMerchant,Earline.Blick@idfcbank,N,3ecc25cbc6d36affe7ec10ba,5814
2024-09-02 00:00:00,426.02,U09,DEEMED,099270126663,71ae2bf3-95ef-4e91-b3a1-193b498531bb,airpay.truck@timecosmos,Person,Brennan49@axisb,N,4ad3d3fac1d4c64933c63687,5816
2024-09-02 00:00:00,605.24,U30,SUCCESS,405267940044,437433b5-e13e-4778-951a-9f1db06180db,jiopay.broadband@timecosmos,payMerchant,Americo99@apl,N,306399d870e9f63e4fa99ff0,4814
2024-09-02 00:00:00,75.27,N,DEEMED,416099605102,9a65fa42-588a-4354-a249-2075a11936ab,finopay.foodland@timecosmos,PayMerchant,Orie.Legros@apl,N,e2306ed18c9476bcffed0783,5411
2024-09-02 00:00:00,600.45,U67,SUCCESS,549381994952,7fdc7099-a050-4c21-8a5a-730a02b2d740,razorpay.soup@timecosmos,Person,Johnnie_Breitenberg61@abfspay,N,9af14fd18cf089e1fd9fedba,5814
2024-09-02 00:00:00,604.93,U78,SUCCESS,539591787000,d99ea158-6098-48ab-ba26-d62037876979,finopay.organic@timecosmos,Person,Gabe.Stroman@idfcbank,N,b54fbb0ddcee561b1bc7b406,5411
2024-09-02 00:00:00,233.04,U09,FAILURE,818019917863,15fcf110-63a6-4406-904d-ae14a9adc290,razorpay.pizza@timecosmos,Person,Kiley13@ybl,N,fcacfd66724c2271cb3c49b9,5814
2024-09-02 00:00:00,121.43,U30,FAILURE,089881602058,23870fea-7870-452b-ac93-e06caa1494c7,tripay.tour@timecosmos,payMerchant,Arnulfo_Kub40@oksbi,N,94db6dc98eddf4cdef6de0c6,4722
2024-09-02 00:00:00,447.05,U31,SUCCESS,566269814816,779339a0-4d52-47e5-a922-04d05f0e060e,finopay.town@timecosmos,PayMerchant,Dorthy_Thompson@paytm,N,ca6ce3ff19dc31d2da3b7a4e,5411
2024-09-02 00:00:00,718.67,S96,FAILURE,708837650591,af7f23b0-8000-48b9-a1af-1d1f34be023c,jiopay.broadband@timecosmos,Person,Jared_Sauer@paytm,N,2fc330c6f36afcc7baee5ed6,4814
2024-09-02 00:00:00,883.92,U30,SUCCESS,741808807786,30719901-5a0f-4a8a-9ea8-f3d1f972bf3d,finopay.greenbasket@timecosmos,Person,Cydney_Treutel@oksbi,N,168b99c53f83bdb252ca5acd,5411
2024-09-02 00:00:00,470.64,N,FAILURE,812223685372,f03be258-af9c-452f-94e3-43f80479deda,finopay.greenbasket@timecosmos,PayMerchant,Obie.Mueller@rapl,N,7fc2aca776ffe7dda8171bcb,5411
2024-09-02 00:00:00,512.30,U30,DEEMED,816393085245,8d4e5fac-566d-4a8a-af31-da440d1659e0,tripay.escape@timecosmos,payMerchant,Dayna66@okicici,N,60d6e2d48accec3da3d30cfa,4722
2024-09-02 00:00:00,136.04,U09,DEEMED,197461820165,7620e691-afee-45c2-a87b-40ea115813c2,razorpay.sushi@timecosmos,PayMerchant,Gaetano.Smitham@axisb,N,b02726db7b0e4a4014fd1fd1,5814
2024-09-02 00:00:00,697.38,U30,SUCCESS,314294538903,f6fa2bec-e48f-4b8e-9a4b-38946f236737,airpay.drone@timecosmos,payMerchant,Ron_Swaniawski31@icici,N,e81e01c5b0f9616a89cc1f2d,5816
2024-09-02 00:00:00,915.04,U31,FAILURE,945001175990,684d7026-1dfe-4211-90ca-4c0fd02b3993,jiopay.voip@timecosmos,Person,Hayden.Schroeder14@paytm,N,e299f8dca1afbb868ce5d4eb,4814
2024-09-02 00:00:00,371.43,U78,FAILURE,826147695732,4284590b-3e9c-4a6f-9d6b-bc15fc03f6d9,razorpay.steak@timecosmos,PayMerchant,Payton_Langworth72@timecosmos,N,ceed25bd6faaa57fc0e0bee8,5814
2024-09-02 00:00:00,130.78,S96,SUCCESS,526161965466,7a61b1ca-3ccb-4750-9959-826b3ab9b9c4,razorpay.pasta@timecosmos,payMerchant,Makenna.Schamberger@apl,N,3aa4dddedef5f0ce2f744696,5814
2024-09-02 00:00:00,520.54,S96,FAILURE,691216737536,6f2caa59-d493-4815-bcec-f21e0bc098d1,razorpay.soup@timecosmos,Person,Alysha_Renner@ybl,N,bcd82f56c8871dd94f638874,5814
2024-09-02 00:00:00,872.32,S96,SUCCESS,734087104275,cd0c9bd3-d356-483b-b11d-e347355dfbf4,razorpay.tacos@timecosmos,PayMerchant,Drake60@fkaxis,N,6ff5ce1a45c28cd789ba597d,5814
2024-09-02 00:00:00,127.83,U09,FAILURE,666234090073,19336d6d-b75e-4c88-b13c-b7b126600920,razorpay.tacos@timecosmos,PayMerchant,Ricardo.Hartmann25@oksbi,N,ebf29cf9f37802cbdb21fcc4,5814
2024-09-02 00:00:00,933.69,U67,SUCCESS,944732157758,98ffd1e8-89e2-4944-b174-02abcad3299a,jiopay.convergence@timecosmos,PayMerchant,Mac.Luettgen38@fkaxis,N,bd3ce81be28fc91a4b3fbedd,4814
2024-09-02 00:00:00,545.04,U30,FAILURE,062254927539,7efdf346-50c5-4fe8-a667-b9e3a93f0743,airpay.helmet@timecosmos,Person,Lindsay_Beatty@axisb,N,8dbbfb5ddea2a7a638ca5ccc,5816
2024-09-02 00:00:00,743.45,U30,DEEMED,930636680525,a2203229-deb5-4902-a553-cab17a928231,airpay.car@timecosmos,Person,Derrick.Mohr@idfcbank,N,8ac4cf525469c292f0def43c,5816
2024-09-02 00:00:00,429.32,S96,SUCCESS,779551570620,7f1903f0-4258-447a-b719-ca1d21cc660c,tripay.wander@timecosmos,Person,Adrain25@okaxis,N,dd2b520b3074a7dfa1d01b9f,4722
2024-09-02 00:00:00,604.45,N,FAILURE,803066796926,2ac58986-0036-4e8c-97d9-c7072a49d864,razorpay.tacos@timecosmos,PayMerchant,Emma.OConner72@axl,N,82dfffe1bfd90f618cbac539,5814
2024-09-02 00:00:00,384.11,U09,SUCCESS,178694897156,89b2d6f6-7950-47f5-9fa0-086984f69d94,finopay.corner@timecosmos,payMerchant,Stan.Wunsch@axisb,N,59fdbffc2aee6fa93d7edde7,5411
2024-09-02 00:00:00,558.41,U31,SUCCESS,901383632717,35f75d41-0377-42df-a8f7-bc56820bd7e3,finopay.corner@timecosmos,PayMerchant,Daphnee80@paytm,N,0ff03911ccbea497f70d5ad9,5411
2024-09-02 00:00:00,542.63,U09,FAILURE,248568450078,f8b2effd-92a2-4bc5-b630-d233f5130647,finopay.town@timecosmos,payMerchant,Julien_Wehner67@okicici,N,d800e7a03bd3a7cacffc1fec,5411
2024-09-02 00:00:00,824.17,U30,FAILURE,903528547697,2cac0bee-4585-4020-9312-6d9a2d81aee8,tripay.wander@timecosmos,payMerchant,Carlotta_Zieme@paytm,N,b63faaf28b7aa0a330eb938f,4722
2024-09-02 00:00:00,352.55,N,SUCCESS,386034184682,c9f9820f-ce45-4256-9533-9a88a5e1d905,jiopay.mobile@timecosmos,PayMerchant,Zoe_Torphy18@yapl,N,c21fedccba618daafd2d1fd9,4814
2024-09-02 00:00:00,127.28,U78,FAILURE,472274070044,4094598f-82dd-4fda-ab97-3a4f36e8e951,razorpay.dessert@timecosmos,PayMerchant,Imani.Bins88@timecosmos,N,2f9b3b1121d5f94fc5e06edb,5814
